tipo_objeto,material,estado,uso_deseado,presupuesto,cantidad,transformacion,ciudad,preferencia,producto_recomendado
carta_documento,vidrio,bueno,restaurar,125732,1,moderada,Bogota,fisico,Libro de Memorias
mueble,peluche_sintetico,danado,transformar,46944,4,leve,Bucaramanga,fisico,Almohada Abrazo
otro_objeto,mixto,danado,restaurar,106492,2,leve,Medellin,fisico,Cuadro de Historia
reloj_instrumento,vidrio,regular,conservar,101255,3,moderada,Medellin,fisico,Caja del Tiempo
carta_documento,peluche_sintetico,muy_danado,compartir,73429,2,leve,Cali,fisico,Libro de Memorias
mueble,peluche_sintetico,muy_danado,compartir,94206,2,total,Medellin,fisico,Recuerdo Compartido
reloj_instrumento,tela,bueno,transformar,73211,1,leve,Medellin,fisico,Restauración Especial
prenda_textil,metal,danado,compartir,57490,1,ninguna,Bucaramanga,digital,Memorial Digital
joya_pequena,peluche_sintetico,bueno,compartir,82623,2,moderada,Bucaramanga,fisico,Recuerdo Compartido
prenda_textil,tela,muy_danado,recordar_digitalmente,56360,1,leve,Cali,fisico,Almohada Abrazo
fotografia,metal,regular,compartir,106297,1,moderada,Bucaramanga,fisico,Cuadro de Historia
joya_pequena,papel,regular,recordar_digitalmente,54747,1,leve,Medellin,fisico,Caja del Tiempo
otro_objeto,mixto,bueno,recordar_digitalmente,119919,3,ninguna,Cali,fisico,Restauración Especial
prenda_textil,metal,muy_danado,conservar,53648,1,total,Medellin,fisico,Almohada Abrazo
